Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
400,60,3,65,8125,1,1.4591,1,1,1,1,1,5,1,1,1,2,7,5,2006,2007,1,1,6,6,3,100,2,1,1,2,1,1,2,812,1,0,280,1092,1,1,1,1,1112,438,0,1550,1,0,2,0,2,1,2,7,1,0,-1.2767,1,2007,3,2,438,1,1,1,0,168,0,0,0,0,1.0727,1.2894,1.0248,0,10,2009,1,1,241000
401,120,1,38,14963,1,1.0619,3,1,1,1,1,23,1,1,2,1,8,5,1996,1996,1,1,7,9,1,0,2,1,1,2,1,1,2,786,1,0,474,1260,1,1,1,1,1288,0,0,1288,1,0,1,1,1,1,3,4,1,2,1,1,1996,3,2,500,1,1,1,120,30,0,0,224,0,1.1485,2.279,1.1221,0,12,2008,1,1,245500
402,20,1,65,8767,1,1.2406,2,1,1,1,1,2,1,1,1,1,7,5,2005,2005,1,1,1,1,1,0,2,1,1,2,1,2,2,24,1,0,1286,1310,1,1,1,1,1310,0,0,1310,0,0,2,0,3,1,2,6,1,1,1,1,2005,3,2,400,1,1,1,0,0,0,0,0,0,0.93469,0.9735,0.96135,0,7,2006,2,2,164990
403,30,1,60,10200,1,0.83996,1,1,1,1,1,8,1,1,1,1,5,8,1940,1997,1,1,4,4,1,0,1,1,1,1,1,1,1,0,1,0,672,672,1,1,1,1,672,0,0,672,0,0,1,0,2,1,1,4,1,0,-0.85325,2,1940,1,1,240,1,1,2,168,0,0,0,0,0,0.95138,2,0.75317,0,8,2008,1,1,108000
404,60,1,93,12090,1,1.0398,1,1,1,2,1,14,1,1,1,2,8,5,1998,1998,2,1,1,1,2,650,2,1,1,2,1,1,1,0,1,0,1141,1141,1,3,1,1,1165,1098,0,2263,0,0,2,1,4,1,2,10,1,1,2,3,1998,3,2,420,1,1,1,144,123,0,0,0,0,0.92954,3.0037,1.1137,0,7,2006,1,3,258000
405,60,1,59.988,10364,1,1.0358,2,1,1,1,1,6,1,1,1,2,6,5,1995,1996,1,1,3,2,1,0,1,1,1,2,1,1,1,0,1,0,806,806,1,3,1,1,806,766,0,1572,0,0,2,1,3,1,1,7,1,1,2,3,1995,3,2,373,1,1,1,0,40,0,0,0,0,1.0912,1.2696,1.0231,0,5,2007,1,1,168000
406,20,1,59.988,9991,1,0.83593,2,1,1,2,1,8,2,1,1,1,4,4,1976,1993,1,1,5,5,1,0,1,1,2,1,1,1,4,1116,1,0,165,1281,1,1,1,1,1620,0,0,1620,1,0,2,0,3,1,1,8,3,1,2,1,1993,1,2,490,1,1,1,120,78,0,0,0,0,0.93817,3,0.99603,0,6,2009,1,1,150000
407,50,1,51,10480,1,0.78736,1,1,1,1,1,18,1,1,1,3,6,5,1936,1950,1,1,3,2,1,0,1,1,3,1,1,1,1,0,1,0,1064,1064,1,1,1,2,1166,0,473,1639,0,0,1,0,3,1,1,6,6,0,-0.38042,2,1936,1,1,240,1,1,1,0,0,0,0,0,0,0.8478,2.0014,1.0605,0,3,2008,1,1,115000
408,70,1,63,15576,1,0.99378,1,1,1,1,1,12,1,1,1,2,6,7,1915,1976,1,1,4,5,1,0,1,1,3,2,1,1,1,0,1,0,840,840,1,1,1,1,840,840,0,1680,0,0,2,0,4,1,1,8,1,0,-0.2193,1,1960,1,1,308,1,1,1,0,0,160,0,0,0,1.0412,0.61011,0.88367,0,3,2008,1,1,177000
409,60,1,109,14154,1,0.90031,1,1,1,2,1,7,1,1,1,2,7,5,2006,2006,1,1,1,1,2,350,2,1,1,3,2,1,1,0,1,0,1063,1063,1,1,1,1,1071,1101,0,2172,0,0,2,1,3,1,2,9,1,1,1,1,2006,2,3,947,1,1,1,192,62,0,0,0,0,0.95238,2.0104,1.053,0,8,2007,2,2,280000
410,60,3,85,10800,1,1.4963,1,1,1,1,1,5,1,1,1,2,8,5,2007,2008,1,1,1,1,3,100,2,1,1,3,1,1,2,789,1,0,245,1034,1,1,1,1,1050,1028,0,2078,1,0,2,1,3,1,3,8,1,1,1,1,2008,3,3,836,1,1,1,0,102,0,0,0,0,1.2476,0.54165,1.0142,0,4,2008,2,2,339750
411,20,1,68,9571,1,1.0021,1,1,1,1,1,4,1,1,1,1,5,3,1958,1958,1,1,12,12,1,0,1,3,2,1,3,1,1,0,1,0,1276,1276,1,2,1,2,1276,0,0,1276,0,0,1,0,3,1,1,5,4,0,0.78066,1,1958,1,1,350,1,1,1,0,0,0,0,0,0,0.71611,1.4778,0.77515,0,6,2009,3,3,60000
412,190,1,100,34650,1,1.3039,1,2,1,1,1,6,1,1,5,1,5,5,1955,1955,2,1,4,4,1,0,1,1,2,1,1,4,5,1056,1,0,0,1056,1,2,2,1,1056,0,0,1056,1,0,1,0,3,1,1,5,1,0,-0.67726,1,1955,3,2,572,1,1,1,264,0,0,0,0,0,0.68264,1.6365,0.91244,0,1,2006,1,1,145000
413,20,3,59.963,4403,1,1.4467,3,1,1,1,1,5,1,1,1,1,7,5,2009,2009,1,1,3,2,3,432,3,1,1,3,1,2,2,578,1,0,892,1470,1,1,1,1,1478,0,0,1478,1,0,2,1,2,1,2,7,1,1,1,1,2009,3,2,484,1,1,1,0,144,0,0,0,0,0.95463,0.49747,1.0138,0,6,2010,2,2,222000
414,30,2,56,8960,1,1,1,1,1,1,1,3,3,1,1,1,5,6,1927,1950,1,1,8,7,1,0,1,1,2,1,1,1,1,0,1,0,1008,1008,1,3,1,2,1028,0,0,1028,0,0,1,0,2,1,1,5,1,1,1,2,1927,1,2,360,1,1,1,0,0,130,0,0,0,1.0728,1.8859,0.92413,0,3,2010,1,1,115000
415,60,1,59,11228,1,0.88279,3,1,1,3,1,10,1,1,1,2,7,5,1993,1993,1,1,1,1,1,0,2,1,1,2,1,1,4,50,6,531,499,1080,1,1,1,1,1080,1017,0,2097,0,1,2,1,3,1,2,9,1,1,2,1,1993,1,3,678,1,1,1,196,187,0,0,0,0,1.1079,2.5626,1.1995,0,12,2008,1,1,228000
416,20,1,73,8899,1,1.2781,2,1,1,1,1,6,1,1,1,1,7,5,2007,2007,1,1,1,1,1,0,2,1,1,2,1,2,2,24,1,0,1316,1340,1,1,1,1,1340,0,0,1340,0,0,2,0,3,1,2,6,1,0,0.05229,1,2007,3,2,396,1,1,1,100,30,0,0,0,0,0.87691,0.83577,0.92708,0,8,2007,2,2,181134
417,60,1,74,7844,1,1.0783,1,1,1,1,1,8,1,1,1,2,6,7,1978,1978,2,1,2,3,2,203,1,1,2,1,1,1,3,209,1,0,463,672,1,2,1,1,672,728,0,1400,0,0,1,1,3,1,1,6,1,1,2,1,1978,3,2,440,1,1,1,0,0,0,0,0,0,1.008,2.1429,0.99426,0,3,2006,1,1,149500
418,70,1,86,22420,1,0.80387,2,1,1,1,1,12,2,1,1,2,6,6,1918,1950,2,1,4,8,1,0,1,1,3,2,1,1,4,1128,1,0,242,1370,2,2,2,2,1370,1254,0,2624,1,0,2,1,4,1,1,10,1,1,1,2,1918,1,3,864,1,1,2,0,0,0,0,0,0,1.0528,1.2385,1.1728,0,11,2007,1,1,239000
419,50,1,60,8160,1,0.90467,1,1,1,1,1,4,1,1,1,3,5,6,1940,1950,1,1,3,2,1,0,1,1,3,1,1,1,3,312,1,0,444,756,1,4,2,3,756,378,0,1134,1,0,1,1,3,1,1,7,1,0,-0.35433,2,1940,1,1,240,1,1,3,0,0,0,0,0,0,0.80677,3.6557,1.0898,0,4,2007,1,6,126000
420,20,1,65,8450,1,1.036,1,1,1,1,1,1,1,1,1,1,5,6,1968,1968,1,1,1,1,1,0,1,1,2,1,1,1,4,775,1,0,281,1056,1,1,1,1,1056,0,0,1056,1,0,1,0,3,1,1,6,1,1,3,1,1968,1,1,304,1,1,1,0,85,184,0,0,0,0.90609,2.2102,0.9989,0,7,2010,1,1,142000
421,90,2,78,7060,1,1.066,1,1,1,1,1,13,1,1,3,5,7,5,1997,1998,1,1,1,1,2,200,1,2,1,2,2,3,2,1309,1,0,35,1344,1,1,1,1,1344,0,0,1344,2,0,2,0,2,2,1,8,1,0,-0.62764,1,1997,3,4,784,1,1,1,0,0,0,0,0,0,0.70723,2.453,1.0005,0,11,2008,1,5,206300
422,20,1,60.009,16635,1,0.67924,2,1,1,4,1,9,1,1,1,1,6,7,1977,2000,1,1,6,6,3,126,2,1,2,2,1,1,3,1246,1,0,356,1602,1,3,1,1,1602,0,0,1602,0,1,2,0,3,1,2,8,1,1,2,1,1977,3,2,529,1,1,1,240,0,0,0,0,0,1.0348,1.0669,0.97929,0,6,2009,1,1,215000
423,20,1,100,21750,1,1.1948,1,3,1,1,2,13,3,1,1,1,5,5,1954,1954,2,1,2,3,1,0,1,1,2,1,1,1,1,0,1,0,988,988,1,1,1,2,988,0,0,988,0,0,1,0,2,1,1,4,1,0,-1.0732,1,1954,2,2,520,1,1,2,0,0,0,0,0,0,0.99052,0.05941,0.90333,0,2,2008,1,1,113000
424,60,1,80,9200,1,1.28,1,1,1,1,1,14,1,1,1,2,8,5,1998,1998,1,1,1,1,2,473,2,1,1,2,1,1,2,986,1,0,484,1470,1,3,1,1,1470,1160,0,2630,1,0,2,1,4,1,2,8,1,1,2,1,1998,3,3,696,1,1,1,0,66,0,0,0,0,1.2721,0.60119,0.98591,0,6,2008,1,1,315000
425,20,1,72,9000,1,1.0079,1,1,1,1,1,1,1,1,1,1,6,5,1956,1956,1,1,4,4,2,74,1,1,2,2,1,1,6,616,1,0,580,1196,1,3,1,2,1196,0,0,1196,1,0,1,0,2,1,1,6,1,1,1,1,1956,2,1,297,1,1,1,0,44,0,0,0,0,1.0866,2.0817,1.0463,0,5,2008,1,1,139000
426,60,2,60,3378,1,1,1,3,1,1,1,3,1,1,1,2,7,8,1946,1992,1,1,2,3,1,0,1,2,2,1,1,1,1,0,1,0,651,651,1,3,1,1,707,682,0,1389,0,0,1,1,3,1,1,6,1,2,1,2,1947,1,1,240,1,1,3,0,0,126,0,0,0,1.1325,0.99835,0.97287,0,9,2009,1,1,135000
427,80,1,60.021,12800,1,1.2678,1,4,1,1,2,10,1,1,1,4,7,5,1989,1989,1,1,4,4,2,145,2,1,1,2,1,3,2,1518,1,0,0,1518,1,3,1,1,1644,0,0,1644,1,1,2,0,2,1,2,5,1,1,2,1,1989,3,2,569,1,1,1,80,0,0,0,396,0,1.4401,-1.4452,1.1276,0,8,2009,1,1,275000
428,20,1,77,8593,1,1.0678,2,1,1,1,1,1,1,1,1,1,4,6,1957,1957,2,1,3,2,1,0,1,1,2,1,1,1,5,288,1,0,619,907,1,1,1,1,907,0,0,907,0,0,1,0,3,1,1,5,1,0,0.7768,2,1964,1,1,352,1,1,1,0,0,0,0,0,0,0.78442,1.3521,0.94083,0,7,2008,1,1,109008
429,20,1,64,6762,1,1.1289,1,1,1,1,1,2,1,1,1,1,7,5,2007,2007,1,1,1,1,2,108,2,1,1,2,1,1,2,664,1,0,544,1208,1,1,1,1,1208,0,0,1208,1,0,2,0,2,1,2,6,1,0,-0.43933,1,2007,2,2,628,1,1,1,105,54,0,0,0,0,1.0557,1.6833,0.99722,0,9,2007,2,2,195400
430,20,1,130,11457,1,0.86544,2,1,1,2,1,15,1,1,1,1,6,5,1988,1988,1,1,2,3,1,0,1,1,2,2,1,4,2,1005,1,0,387,1392,1,2,1,1,1412,0,0,1412,1,0,2,0,3,1,2,6,1,1,2,1,1988,1,2,576,1,1,1,0,0,169,0,0,0,1.0284,0.78177,0.83385,0,3,2009,1,1,175000
431,160,2,21,1680,1,1.5131,1,1,1,1,1,22,1,1,4,2,6,5,1971,1971,1,1,2,3,2,232,1,1,2,1,1,1,3,387,1,0,96,483,1,2,1,1,483,504,0,987,0,0,1,1,2,1,1,4,1,0,0.49154,2,1971,1,1,264,1,1,1,0,0,0,0,0,0,1.0719,1.4398,1.0007,0,7,2008,3,3,85400
432,50,2,60,5586,1,1.1921,2,2,1,1,1,3,2,1,1,3,6,7,1920,1998,1,1,3,2,1,0,1,1,3,1,1,1,1,0,1,0,901,901,1,3,1,1,1088,110,0,1198,0,0,1,0,4,1,1,7,1,0,0.86862,1.109,2005,0.91057,0,0,1.1546,1.0223,2,0,98,0,0,0,0,0.88782,1,0.862,0,9,2008,4,3,79900
433,160,2,24,1920,1,1.2696,1,1,1,1,1,22,1,1,2,2,5,5,1971,1971,1,1,2,3,2,376,1,1,2,1,1,1,3,471,1,0,294,765,1,1,1,1,765,600,0,1365,1,0,1,1,2,1,1,6,3,0,-0.12814,2,1971,1,2,440,1,1,1,240,36,0,0,0,0,0.87634,3.2391,1.0341,0,8,2007,1,1,122500
434,60,1,100,10839,1,0.91228,2,1,1,2,1,6,1,1,1,2,6,5,1997,1998,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,0,926,926,1,1,1,1,926,678,0,1604,0,0,2,1,3,1,1,7,1,1,2,1,1997,3,2,470,1,1,1,0,36,0,0,0,0,0.91976,1.5311,0.9396,0,7,2008,1,1,181000
435,180,2,21,1890,1,1.3482,1,1,1,1,1,20,1,1,4,5,4,7,1972,1972,1,1,6,6,1,0,1,2,2,2,1,2,3,495,1,0,135,630,1,3,1,1,630,0,0,630,1,0,1,0,1,1,1,3,1,0,1.4377,1.3214,2005.1,0.087749,0,0,1.1371,1.1128,1,88,0,0,0,0,0,0.7451,0.7885,1.0248,0,6,2008,1,1,81000
436,60,1,43,10667,1,1.0097,3,1,1,3,1,2,5,1,1,2,7,6,1996,1996,1,1,1,1,1,0,2,1,1,2,1,2,2,385,5,344,70,799,1,1,1,1,827,834,0,1661,1,0,2,1,3,1,2,6,1,1,2,1,1996,2,2,550,1,1,1,158,61,0,0,0,0,1.239,0.81793,1.047,0,4,2009,5,1,212000
437,50,2,40,4400,1,0.81731,1,1,1,1,1,3,1,1,1,3,6,8,1920,1950,1,1,9,8,1,0,1,1,3,4,1,1,1,0,1,0,648,648,1,2,1,2,734,384,0,1118,0,0,1,0,2,1,1,6,1,0,0.19555,2,1990,1,2,440,1,1,1,0,0,0,0,0,0,0.83435,0.99967,0.95108,0,10,2006,1,1,116000
438,45,2,50,6000,1,1.5881,1,1,1,1,1,11,1,1,1,6,6,7,1926,2004,1,1,4,4,1,0,2,1,1,1,1,1,1,0,1,0,884,884,1,3,1,1,904,0,0,904,0,0,1,0,2,1,1,4,1,0,-0.57798,2,1926,1,1,180,1,1,1,0,0,105,0,0,0,1.0474,0.14577,0.68625,0,1,2009,1,1,119000
439,30,1,40,4280,1,1.1673,1,1,1,1,1,12,1,1,1,1,5,6,1913,2002,1,1,8,8,1,0,1,1,1,1,1,1,6,365,1,0,75,440,1,2,2,1,694,0,0,694,0,0,1,0,2,1,2,4,1,1,1,2,1990,1,1,352,3,1,3,0,0,34,0,0,0,1.2763,1,0.79944,0,3,2007,1,1,90350
440,50,1,67,12354,1,1,1,1,1,2,1,4,1,1,1,3,6,8,1920,2000,1,1,4,4,1,0,1,1,3,1,3,4,1,0,1,0,684,684,1,3,1,1,684,512,0,1196,0,0,1,0,3,1,2,7,1,0,0.15554,2,2005,1,2,528,1,1,1,0,46,0,0,0,0,1.0418,2,1,800,8,2009,6,1,110000
441,20,1,105,15431,1,0.82862,1,1,1,1,1,7,1,1,1,1,10,5,2008,2008,2,1,1,1,3,200,3,1,1,3,1,3,2,1767,5,539,788,3094,1,1,1,1,2402,0,0,2402,1,0,2,0,2,1,3,10,1,2,1,1,2008,3,3,672,1,1,1,0,72,0,0,170,0,1.5264,2.1574,1.2501,0,4,2009,1,1,555000
442,90,1,92,12108,1,0.89154,1,1,1,1,1,4,1,1,3,1,4,4,1955,1955,1,1,1,1,2,270,1,1,2,1,1,1,3,133,1,0,1307,1440,1,2,2,3,1440,0,0,1440,0,0,2,0,4,2,4,8,1,0,-0.025374,0.30076,2004.9,-0.65909,0,0,1.1826,1.2468,1,0,0,0,0,0,0,1.0158,1.1001,1.334,0,9,2008,1,1,118000
443,50,2,52,6240,1,1.1551,1,1,1,1,1,11,1,1,1,3,5,7,1930,1992,1,1,3,2,1,0,1,1,1,1,1,1,1,0,1,0,1078,1078,1,2,1,1,1128,445,0,1573,0,0,2,0,3,1,1,8,1,1,1,2,1930,1,2,360,1,1,3,0,0,0,0,0,0,1.0793,1.1242,0.93961,0,6,2008,1,1,162900
444,120,1,53,3922,1,1.0459,1,1,1,1,1,21,1,1,2,1,7,5,2006,2007,1,1,8,7,2,72,2,1,1,3,1,2,1,0,1,0,1258,1258,1,1,1,1,1258,0,0,1258,0,0,2,0,2,1,2,6,1,1,1,1,2007,3,3,648,1,1,1,144,16,0,0,0,0,0.87459,0.82284,0.9566,0,6,2007,2,2,172500
445,60,1,70,8750,1,1.0799,1,1,1,1,1,2,1,1,1,2,7,5,1994,1995,1,1,1,1,1,0,2,2,1,2,1,1,2,642,1,0,273,915,1,1,1,1,933,975,0,1908,1,0,2,1,4,1,2,8,1,1,2,1,1994,1,2,493,1,1,1,144,133,0,0,0,0,1.03,1.0744,1.0407,0,7,2008,1,1,210000
446,20,1,73,9855,1,1.1033,1,1,1,2,1,4,1,1,1,1,6,5,1956,1956,2,1,4,4,1,0,1,1,2,1,1,1,1,0,1,0,1436,1436,1,4,1,1,1689,0,0,1689,0,0,1,0,3,1,1,7,1,1,1,1,1956,1,2,480,1,1,1,0,0,0,0,0,0,1.0232,1,1.0479,0,11,2009,3,1,127500
447,20,1,137,16492,1,0.75752,2,1,1,2,1,1,7,1,1,1,6,6,1966,2002,1,1,7,5,1,0,2,1,2,1,1,1,3,247,2,713,557,1517,1,1,1,1,1888,0,0,1888,0,0,2,1,2,1,2,6,4,1,1,1,1966,3,2,578,1,1,1,0,0,0,0,0,0,1.1218,2.7251,0.95195,0,6,2010,1,1,190000
448,60,1,60.012,11214,1,1.0159,2,1,1,2,1,6,1,1,1,2,7,5,1998,1999,1,1,1,1,1,0,2,1,1,2,1,1,1,0,1,0,930,930,1,3,1,1,956,930,0,1886,0,0,2,1,4,1,2,10,1,1,2,1,1998,3,2,431,1,1,1,89,0,0,0,0,0,1.1211,2.1893,1.2851,0,7,2006,1,1,199900
449,50,2,50,8600,1,1.1582,1,2,1,1,1,16,1,1,1,3,6,6,1937,1950,1,1,3,2,1,0,1,1,3,1,1,1,1,0,1,0,780,780,1,2,1,1,780,596,0,1376,0,0,2,0,3,1,1,7,1,1,1,2,1937,1,1,198,1,1,2,0,0,0,0,0,0,1.0415,0.64083,0.95292,0,6,2006,1,1,119500
450,50,2,50,6000,1,1.1904,1,1,1,1,1,3,1,1,1,3,3,7,1948,2002,1,1,3,2,1,0,1,2,2,1,1,1,3,331,1,0,318,649,1,1,1,1,679,504,0,1183,0,0,1,1,2,1,1,6,1,0,0.75551,2,1981,1,1,308,1,1,1,0,176,0,0,0,0,0.84811,2.3889,0.92172,0,6,2007,1,1,120000
451,30,2,70,5684,1,1.2446,1,1,1,1,1,3,1,1,1,1,6,8,1930,2005,2,1,4,4,1,0,1,1,3,1,1,1,1,0,1,0,813,813,1,1,1,2,813,0,0,813,0,0,1,0,2,1,2,5,1,0,-0.28154,2,1932,1,1,270,2,2,2,0,113,0,0,0,0,0.88773,1.8345,0.81695,0,6,2006,1,1,110000
452,20,1,62,70761,1,1.1335,2,4,1,1,2,17,1,1,1,1,7,5,1975,1975,1,3,5,5,1,0,1,1,2,2,1,3,3,655,1,0,878,1533,1,2,1,1,1533,0,0,1533,1,0,2,0,2,1,2,5,1,2,2,1,1975,1,2,576,1,1,1,200,54,0,0,0,0,0.83071,0.37493,0.9402,0,12,2006,1,1,280000
453,60,1,59.995,9303,1,1.116,2,1,1,2,1,15,1,1,1,2,6,5,1996,1997,2,1,1,1,2,42,2,1,1,3,1,1,3,742,1,0,130,872,1,1,1,1,888,868,0,1756,1,0,2,1,3,1,1,7,1,0,0.082394,1,1996,3,2,422,1,1,1,144,122,0,0,0,0,0.98243,0.33348,1.0237,0,7,2007,1,1,204000
454,60,3,75,9000,1,1.892,1,1,1,1,1,5,1,1,1,2,8,5,2008,2008,1,1,1,1,1,0,2,1,1,2,1,1,1,0,1,0,768,768,1,1,1,1,786,804,0,1590,0,0,2,1,3,1,2,6,1,0,0.88059,1,2008,2,2,676,1,1,1,0,30,0,0,0,0,1.1321,0.82128,0.93157,0,6,2009,1,1,210000
455,90,1,63,9297,1,1.0033,1,1,1,1,1,13,1,1,3,1,5,5,1976,1976,1,1,5,5,1,0,1,1,2,1,1,1,3,1606,1,0,122,1728,1,2,1,1,1728,0,0,1728,2,0,2,0,4,2,1,8,1,0,0.20479,2,1976,1,2,560,1,1,1,0,0,0,0,0,0,0.91219,1.4165,1.0365,0,7,2006,1,4,188000
456,20,1,80,9600,1,1.028,1,1,1,1,1,9,1,1,1,1,7,6,1973,1973,2,1,2,3,2,320,1,1,2,1,1,1,3,916,1,0,326,1242,1,4,1,1,1242,0,0,1242,0,0,1,1,3,1,1,6,1,1,2,1,1973,1,2,528,1,1,1,0,0,0,0,0,0,1.1589,2.2625,1.0583,0,9,2007,1,1,175500
457,70,2,34,4571,1,1,1,1,1,1,1,3,1,1,1,2,5,5,1916,1950,1,1,10,10,1,0,1,1,3,1,1,1,1,0,1,0,624,624,1,4,2,1,624,720,0,1344,0,0,1,0,4,1,1,7,1,0,0.4509,2,1916,1,3,513,2,2,1,0,0,96,0,0,0,1.0384,1.1797,1.0007,0,5,2008,3,3,98000
458,20,1,60.071,53227,1,1.0919,2,4,1,3,2,17,1,1,1,1,4,6,1954,1994,3,2,5,5,1,0,1,1,2,2,1,3,4,1116,1,0,248,1364,1,1,1,1,1663,0,0,1663,1,0,1,0,2,1,2,6,3,2,1,1,1954,3,2,529,1,1,1,224,137,0,0,0,0,0.61063,1.6057,0.89535,0,3,2008,1,1,256000
459,70,2,59.983,5100,1,1,1,1,1,1,1,3,1,1,1,2,8,7,1925,1996,2,1,9,7,1,0,1,2,1,1,1,1,1,0,1,0,588,588,1,4,1,1,833,833,0,1666,0,0,1,0,3,1,2,7,1,1,1,2,1925,1,1,228,1,1,1,192,63,0,0,0,0,1.1155,1,0.81981,0,6,2008,1,1,161000
460,50,1,59.981,7015,1,1.0952,2,2,1,2,1,11,1,1,1,3,5,4,1950,1950,1,1,3,2,4,161,1,1,2,1,1,1,6,185,1,0,524,709,1,2,1,1,979,224,0,1203,1,0,1,0,3,1,2,5,1,1,2,2,1950,1,1,352,1,1,1,0,0,248,0,0,0,1.1088,-0.44989,0.92809,0,7,2009,1,1,110000
461,60,3,75,8004,1,1.45,2,1,1,1,1,5,4,1,1,2,8,5,2009,2009,1,1,1,1,3,110,2,1,1,2,1,1,2,544,1,0,288,832,1,1,1,1,832,1103,0,1935,1,0,2,1,3,1,1,8,1,0,-0.84327,3,2009,3,2,552,1,1,1,0,150,0,0,0,0,1.192,0.99472,1.0427,0,12,2009,2,2,263435
462,70,1,60,7200,1,0.88287,1,1,1,1,1,18,2,1,1,2,7,9,1936,2007,1,1,4,4,1,0,2,2,1,2,2,1,3,350,4,210,0,560,1,1,1,1,575,560,0,1135,1,0,1,0,3,1,2,6,1,0,-0.12338,2,1971,2,2,576,1,1,1,256,0,0,0,0,0,1.1588,1,0.80498,0,4,2009,1,1,155000
463,20,1,60,8281,1,0.96661,2,1,1,1,1,8,1,1,1,1,5,5,1965,1965,1,1,3,2,1,0,1,1,2,1,1,1,5,553,4,311,0,864,1,3,1,1,864,0,0,864,0,0,1,0,3,1,1,5,1,1,5,2,1965,1,1,360,1,1,1,0,0,236,0,0,0,1.1585,3,1.0598,0,12,2009,1,1,62383
464,70,1,74,11988,1,1.2972,2,3,1,1,2,12,1,1,1,2,6,7,1934,1995,2,1,9,8,1,0,1,1,2,1,1,1,6,326,1,0,389,715,1,4,1,2,849,811,0,1660,0,0,1,1,3,1,1,6,1,1,1,2,1939,1,1,240,1,1,1,0,0,0,0,0,0,1.0564,0.36574,0.96378,0,8,2008,1,1,188700
465,20,1,60,8430,1,1.2462,1,3,1,1,2,2,1,1,1,1,5,5,1978,1978,1,1,2,3,2,136,1,1,2,2,1,1,5,616,1,0,424,1040,1,2,1,1,1040,0,0,1040,0,0,2,0,3,1,1,5,1,0,0.39404,-0.68422,2005,-0.16813,0,0,0.87333,0.95856,1,0,0,0,0,0,0,1.1311,-1.2505,1.089,0,8,2009,1,1,124000
466,120,2,59.99,3072,1,1.5709,1,1,1,1,1,21,1,1,2,1,7,5,2004,2004,2,1,1,1,2,18,2,1,1,2,1,1,1,0,1,0,1375,1375,1,1,1,1,1414,0,0,1414,0,0,2,0,2,1,2,6,1,1,2,1,2004,3,2,398,1,1,1,144,20,0,0,0,0,0.96211,0.86915,0.99044,0,5,2006,1,1,178740
467,20,1,85,10628,1,1.1868,1,1,1,1,1,1,1,1,1,1,7,5,1970,1970,3,2,5,5,1,0,1,2,2,1,2,3,2,778,1,0,499,1277,1,2,1,1,1277,0,0,1277,1,0,1,0,2,1,1,5,1,1,5,1,1970,1,2,526,1,1,1,0,0,0,0,176,0,1.0486,3,0.95561,0,4,2007,1,1,167000
468,70,1,79,9480,1,0.79304,1,1,1,1,1,1,3,1,1,2,5,7,1942,1995,1,1,3,2,3,224,1,1,2,1,1,1,6,386,1,0,342,728,1,1,1,1,888,756,0,1644,0,0,1,1,3,1,2,7,1,2,1,1,1942,1,1,312,1,1,1,168,0,0,0,0,0,1.1186,2.2221,0.97638,0,6,2007,1,1,146500
469,20,1,98,11428,1,1.0953,2,1,1,1,1,7,1,1,1,1,8,5,2006,2006,1,1,1,1,3,248,2,1,1,2,1,1,1,0,1,0,1626,1626,1,1,1,1,1634,0,0,1634,0,0,2,0,3,1,2,7,1,1,1,1,2006,2,3,866,1,1,1,0,44,0,0,0,0,1.1008,-0.072656,0.88562,0,5,2007,1,1,250000
470,60,1,76,9291,1,0.93213,2,1,1,2,1,10,9,1,1,2,6,5,1993,1993,1,1,2,3,2,120,2,1,1,2,1,1,2,426,1,0,406,832,1,1,1,1,832,878,0,1710,0,0,2,1,3,1,2,7,1,0,-0.090557,1,1993,2,2,506,1,1,1,144,70,0,0,0,0,1.232,0.62086,1.2161,0,6,2008,1,1,187000
471,120,1,59.989,6820,1,1.1993,2,1,1,2,1,19,1,1,2,1,8,5,1985,1985,1,1,2,3,1,0,2,1,1,2,1,2,2,368,4,1120,0,1488,1,2,1,1,1502,0,0,1502,1,0,1,1,1,1,2,4,1,0,-0.86361,1,1985,2,2,528,1,1,1,0,54,0,0,140,0,1.5614,1.5439,1.2314,0,6,2010,1,1,212000
472,60,1,92,11952,1,1.2253,1,1,1,1,1,9,7,1,1,2,7,6,1977,1977,5,4,8,5,1,0,1,1,2,2,1,1,1,0,1,0,808,808,1,2,1,1,1161,808,0,1969,0,0,2,1,3,1,1,8,1,1,1,1,1977,2,2,534,1,1,1,0,0,0,0,276,0,1.1505,2.8403,1.4402,0,11,2007,1,1,190000
