Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1853,120,1,42,4235,1,1.1068,1,1,1,1,1,5,1,1,2,1,5,5,1984,1984,1,1,3,3,2,149,2,1,2,2,1,4,1,552,5,393,104,1049,1,2,1,1,1049,0,0,1049,1,0,2,0,2,1,2,5,1,0,3.1492,1,1984,3,1,266,1,1,1,0,105,0,0,0,0,1.0227,0.67283,0.75602,0,2,2009,1,1
1854,80,1,74,10778,1,1.0257,2,1,1,1,1,9,2,1,1,4,7,6,1990,1991,1,1,3,3,1,0,2,1,1,2,1,1,1,460,5,286,308,1054,1,3,1,1,1061,0,0,1061,1,0,1,1,1,1,2,4,1,0,1.3386,1,1990,1,2,462,1,1,1,114,36,0,0,0,0,0.99412,1.7221,0.7784,0,7,2009,1,1
1855,80,1,66,19255,1,1.0227,2,1,1,1,1,9,1,1,1,4,6,5,1983,1983,1,1,4,4,2,100,2,1,2,2,1,2,4,70,6,450,0,520,1,3,1,1,1338,0,0,1338,0,0,1,1,2,1,2,5,2,1,4,1,1983,1,2,576,1,1,1,0,0,0,0,0,0,0.98959,1.1618,1,600,9,2009,1,1
1856,60,1,85,10560,1,0.9664,1,1,1,2,1,9,1,1,1,2,7,5,1993,1994,1,1,1,1,1,0,2,2,1,2,3,1,1,474,1,0,605,1079,1,1,1,1,1079,800,0,1879,1,0,2,1,3,1,2,8,1,1,2,1,1993,2,2,473,1,1,1,400,100,144,0,0,0,0.99432,1,0.96041,0,8,2009,1,1
1857,70,1,120,26400,1,0.39968,1,3,1,4,1,9,2,1,1,2,5,7,1880,2007,1,1,3,3,1,0,2,1,1,7.3509,1.4722,0.71658,0.95627,0,4.0475,0,0,0,1,1,1,1,1288,728,0,2016,0,0,1,0,4,1,1,7,4,1,2,1,1900,1,2,576,1,1,3,0,0,0,0,0,0,0.99114,-0.29771,0.86088,0,6,2009,1,1
1858,90,1,64,7018,1,0.99046,1,1,1,1,1,9,2,1,3,2,5,5,1979,1979,1,1,3,3,1,0,1,1,4,0.93027,1.6059,1.4341,0.79725,0,1.3364,0,0,0,1,2,1,1,1114,1114,0,2228,0,0,2,0,6,2,1,8,1,0,2.2432,2,1979,1,2,720,1,1,1,73,0,0,0,0,0,0.98211,1.4003,1.1628,0,6,2009,1,5
1859,90,1,64,7018,1,1.0494,1,3,1,1,1,9,1,1,3,1,5,5,1979,1979,1,1,3,3,1,0,1,1,4,1.7095,1.7503,0.51219,0.41437,0,0.717,0,0,0,1,2,1,1,1535,0,0,1535,0,0,2,0,4,2,1,8,1,0,1.0152,1,1979,1,2,400,1,1,1,0,0,0,0,0,0,0.95336,2,1.3226,0,6,2009,1,5
1860,90,1,64,7040,1,0.91684,1,1,1,1,1,9,2,1,3,5,5,5,1979,1979,1,1,5,5,2,216,1,1,2,2,1,2,1,1094,1,0,0,1094,1,2,1,1,1229,0,0,1229,2,0,0,2,2,2,2,6,1,2,2,2,1979,1,2,672,1,1,1,120,0,0,0,0,0,1.0236,2.7701,1.1243,0,6,2009,1,5
1861,90,1,64,7007,1,1.0359,1,3,1,1,1,9,1,1,3,1,5,5,1979,1979,1,1,3,3,1,0,1,1,4,1.7253,1.7619,0.56822,0.40756,0,0.76904,0,0,0,1,2,1,1,1513,0,0,1513,0,0,2,0,4,2,1,8,1,0,1.0415,1,1979,1,2,400,1,1,1,0,0,0,0,0,0,0.95559,2.2099,1.3261,0,6,2009,1,5
1862,90,1,60.096,11855,1,1.1464,1,1,1,1,1,9,1,1,3,2,7,5,2000,2000,2,1,1,1,2,23,1,1,1,3,1,1,1,820,1,0,348,1168,1,1,1,1,1168,1619,0,2787,2,0,4,2,6,2,1,8,1,2,2,3,2000,3,4,820,1,1,1,312,0,0,0,0,0,1.024,1.1513,0.93159,0,10,2009,1,1
1863,90,1,60.084,7939,1,1.084,1,1,1,1,1,9,2,1,3,2,7,5,2000,2000,2,1,1,1,2,23,1,1,1,3,1,1,1,820,1,0,348,1168,1,1,1,1,1168,1619,0,2787,2,0,4,2,6,2,1,8,1,2,2,3,2000,3,4,820,1,1,1,312,0,0,0,0,0,1.026,1.2053,0.94505,0,10,2009,1,1
1864,90,1,60.084,7976,1,1.0842,1,1,1,1,1,9,2,1,3,2,7,5,2000,2000,2,1,1,1,2,23,1,1,1,3,1,1,1,820,1,0,348,1168,1,1,1,1,1168,1619,0,2787,2,0,4,2,6,2,1,8,1,2,2,3,2000,3,4,820,1,1,1,312,0,0,0,0,0,1.026,1.205,0.94482,0,10,2009,1,1
1865,20,1,84,10933,1,1.1222,1,1,1,1,1,3,1,1,1,1,9,5,2009,2009,2,1,1,1,3,242,3,1,1,3,1,3,1,1021,1,0,534,1555,1,1,1,1,1680,0,0,1680,1,0,1,1,1,1,3,8,1,1,1,1,2009,3,3,1138,1,1,1,185,24,0,0,0,0,0.98289,1.272,1.0029,0,7,2009,2,2
1866,20,1,65,10816,1,1.247,2,1,1,1,1,3,1,1,1,1,9,5,2008,2008,1,1,1,1,3,364,3,1,1,3,1,3,1,1104,1,0,616,1720,1,1,1,1,1720,0,0,1720,1,0,2,0,3,1,3,8,1,1,1,1,2008,2,3,846,1,1,1,208,104,0,0,0,0,1.0022,1.5001,1.0398,0,11,2009,1,1
1867,20,1,71,9178,1,1.4077,1,1,1,1,1,3,1,1,1,1,8,5,2008,2008,1,1,1,1,1,0,2,1,1,2,1,2,2,0,1,0,1468,1468,1,1,1,1,1468,0,0,1468,0,0,2,0,3,1,2,6,1,1,1,1,2008,2,3,904,1,1,1,192,142,0,0,0,0,0.99317,1.6814,1.0715,0,6,2009,1,1
1868,20,1,77,11422,1,1.4689,2,1,1,1,1,3,1,1,1,1,8,5,2007,2008,2,1,1,1,3,352,2,1,1,3,1,2,1,1359,1,0,479,1838,1,1,1,1,1838,0,0,1838,1,0,2,0,3,1,2,7,1,2,1,1,2007,2,2,524,1,1,1,154,222,0,0,0,0,1.0044,1.2976,0.97856,0,4,2009,1,1
1869,20,1,64,6762,1,1.147,1,1,1,1,1,3,1,1,1,1,7,5,2007,2007,1,1,1,1,1,0,2,1,1,2,1,2,1,902,1,0,380,1282,1,1,1,1,1290,0,0,1290,1,0,2,0,2,1,2,6,1,1,1,1,2007,2,2,662,1,1,1,168,0,0,0,0,0,0.98772,2.1708,0.98076,0,5,2009,1,1
1870,20,1,95,10324,1,1.2826,2,1,1,2,1,3,1,1,1,1,8,5,2008,2008,1,1,1,1,2,140,2,1,1,2,1,2,1,872,1,0,382,1254,1,1,1,1,1254,0,0,1254,1,0,2,0,2,1,2,5,1,0,-0.59409,1,2008,2,3,810,1,1,1,168,92,0,0,0,0,0.9854,1.3737,1.0669,0,3,2009,1,1
1871,20,1,78,11645,1,1.3179,1,1,1,1,1,3,1,1,1,1,8,5,2005,2006,1,1,1,1,3,76,2,1,1,3,1,3,1,24,1,0,1474,1498,1,1,1,1,1498,0,0,1498,0,0,2,0,3,1,2,7,1,1,1,1,2005,3,3,844,1,1,1,144,98,0,0,0,0,1.0197,1.2991,1.053,0,3,2009,1,1
1872,60,1,79,11646,1,1.0487,2,1,1,1,1,3,1,1,1,2,6,5,2005,2006,1,1,1,1,1,0,2,1,1,2,1,2,2,0,1,0,704,704,1,1,1,1,704,718,0,1422,0,0,2,1,3,1,2,7,1,1,1,1,2005,3,2,440,1,1,1,36,28,0,0,0,0,1.0059,1.4298,1.0467,0,7,2009,1,1
1873,60,1,60.012,16698,1,1.1063,2,2,1,3,2,20,1,1,1,2,7,5,1992,1993,1,1,1,1,1,0,2,1,1,2,1,2,1,800,1,0,649,1449,1,3,1,1,944,815,0,1759,1,0,2,1,3,1,2,7,1,1,2,1,1992,1,2,525,1,1,1,150,193,0,0,0,0,1.0444,0.83656,0.84665,0,6,2009,1,1
1874,20,1,65,9757,1,1.0901,1,4,1,1,2,3,1,1,1,1,5,7,1994,1994,1,1,1,1,1,0,1,2,1,1,1,1,3,755,1,0,235,990,1,1,1,1,990,0,0,990,1,0,1,0,3,1,1,5,1,0,-2.0173,1,1995,2,1,440,1,1,1,66,0,0,0,92,0,0.99322,1.2194,1.3185,0,10,2009,1,1
1875,20,1,65,14753,1,0.96347,3,4,1,1,1,3,5,1,1,1,7,5,1998,1998,1,1,1,1,1,0,1,1,1,2,1,4,1,950,1,0,513,1463,1,1,1,1,1463,0,0,1463,1,0,2,0,3,1,1,5,1,0,-2.1497,1,1998,3,2,539,1,1,1,0,81,0,0,0,0,0.982,2,1.0905,0,12,2009,1,1
1876,60,1,70,8750,1,1.2294,1,1,1,1,1,3,1,1,1,2,6,5,1998,1998,1,1,1,1,2,120,1,1,1,2,1,1,1,606,1,0,322,928,1,1,1,1,928,844,0,1772,1,0,2,1,3,1,1,7,1,1,2,1,1998,2,2,492,1,1,1,150,96,0,0,0,0,1.0129,1.9878,0.98403,0,4,2009,1,1
1877,20,1,65,10739,1,1.3047,2,1,1,1,1,3,1,1,1,1,7,5,2002,2001,1,1,1,1,2,68,2,1,1,2,1,1,1,1259,1,0,172,1431,1,1,1,1,1444,0,0,1444,1,0,2,0,3,1,2,6,1,0,-0.66036,1,2002,2,2,577,1,1,1,144,40,0,0,0,0,0.98504,1.1925,1.0053,0,4,2009,1,1
1878,20,1,75,11166,1,1.2076,1,1,1,1,1,3,1,1,1,1,7,5,2001,2001,1,1,1,1,2,180,2,1,1,2,1,4,1,24,1,0,1468,1492,1,1,1,1,1492,0,0,1492,0,0,2,0,3,1,2,6,1,1,2,1,2001,2,2,608,1,1,1,0,114,0,0,168,0,0.99883,1.3534,1.3046,0,7,2009,1,4
1879,20,1,60.022,16269,1,0.95999,2,1,1,3,1,3,1,1,1,1,5,5,1978,1978,1,1,2,2,2,76,1,1,3,2,1,2,1,625,1,0,282,907,1,2,1,1,907,0,0,907,0,0,1,0,3,1,1,5,1,0,2.443,1,1978,1,1,343,1,1,1,72,0,0,0,0,0,1.0228,1,0.94181,0,7,2009,1,1
1880,20,1,76,6950,1,0.92766,2,1,1,1,1,3,1,1,1,1,5,7,1979,1979,1,1,3,3,2,40,1,1,2,1,1,1,3,710,4,72,132,914,1,2,1,1,914,0,0,914,1,0,1,0,2,1,1,5,1,0,1.1886,1,1979,1,2,444,1,1,1,0,0,0,0,0,0,1.0196,2.0756,1.0603,0,10,2009,1,1
1881,20,1,90,11664,1,1.1537,1,1,1,2,1,3,1,1,1,1,7,5,2002,2002,2,1,1,1,1,0,2,1,1,2,1,2,1,1234,1,0,335,1569,1,1,1,1,1611,0,0,1611,1,0,2,0,3,1,2,6,1,0,0.64867,1,2002,2,3,1231,1,1,1,262,93,0,0,0,0,0.97829,0.17755,0.948,0,9,2009,1,1
1882,60,1,59.987,12334,1,1.4461,2,1,1,1,1,3,1,1,1,2,8,5,2003,2003,1,1,1,1,2,198,2,1,1,2,1,2,2,0,1,0,1068,1068,1,1,1,1,1068,1116,0,2184,0,0,2,1,4,1,2,8,1,1,1,3,2003,2,2,570,1,1,1,192,132,0,0,0,0,1.0021,1.5749,0.98151,0,6,2009,1,1
1883,60,1,70,8749,1,1.1591,1,1,1,1,1,3,1,1,1,2,7,5,2002,2002,1,1,1,1,0.91869,0.00065252,2,1,1,2,1,1,2,0,1,0,840,840,1,1,1,1,840,885,0,1725,0,0,2,1,3,1,2,6,1,0,0.14375,1,2002,2,2,550,1,1,1,0,48,0,0,0,0,0.98064,1.5019,1.029,0,11,2009,1,1
1884,60,1,60.045,11250,1,1.202,1,1,1,2,1,3,1,1,1,2,7,5,2001,2001,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,944,944,1,1,1,1,944,926,0,1870,0,0,2,1,3,1,2,6,1,0,0.52422,1,2001,2,2,608,1,1,1,256,43,0,0,0,0,0.98214,1.2447,0.91925,0,5,2009,1,1
1885,20,1,90,15750,1,0.79208,1,1,1,5,1,3,2,1,1,1,8,5,1999,2000,1,1,1,1,2,260,2,1,1,2,1,3,1,1246,1,0,216,1462,1,1,1,1,1513,0,0,1513,1,0,2,0,2,1,2,5,1,1,2,1,1999,3,2,521,1,1,1,135,34,0,0,0,0,0.9773,1.7425,0.79889,0,6,2009,1,1
1886,20,1,60.044,12782,1,1.2354,1,1,1,1,1,3,1,1,1,1,8,5,2002,2003,2,1,3,3,2,164,2,1,1,3,1,3,1,1360,1,0,462,1822,1,1,1,1,1828,0,0,1828,1,0,2,0,3,1,2,7,1,1,1,1,2002,3,2,523,1,1,1,194,144,0,0,0,0,0.98473,1.2072,0.85213,0,6,2009,1,1
1887,20,1,70,8750,1,1.0993,1,1,1,1,1,3,1,1,1,1,7,5,1997,1998,1,1,1,1,2,209,2,1,1,2,1,2,1,1111,1,0,306,1417,1,1,1,1,1417,0,0,1417,1,0,2,0,3,1,2,7,1,1,2,1,1997,1,2,511,1,1,1,60,0,0,0,117,0,0.99446,1.9566,1.1093,0,8,2009,1,1
1888,20,1,85,10200,1,1.2932,1,1,1,1,1,3,1,1,1,1,8,5,2007,2007,1,1,1,1,2,180,2,1,1,2,1,2,1,1478,1,0,100,1578,1,1,1,1,1602,0,0,1602,1,0,2,0,3,1,2,7,1,1,1,1,2007,2,3,810,1,1,1,0,48,0,0,195,0,0.97316,1.9532,1.2259,0,1,2009,1,1
1889,60,1,85,11069,1,1.1166,1,1,1,2,1,3,1,1,1,2,6,5,2007,2007,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,608,608,1,1,1,1,608,788,0,1396,0,0,2,1,3,1,2,6,1,1,1,3,2007,3,2,440,1,1,1,100,36,0,0,0,0,0.99719,1.5976,1.0291,0,7,2009,1,1
1890,20,1,80,10682,1,1.2566,1,1,1,1,1,5,1,1,1,1,4,6,1960,1971,1,1,3,3,1,0,1,1,2,1,1,1,1,399,1,0,615,1014,1,2,1,1,1149,0,0,1149,1,0,1,0,3,1,1,7,3,0,0.58299,4,1968,3,1,544,1,1,1,0,240,0,0,0,0,1.017,1,0.95476,0,7,2009,1,1
1891,180,2,35,3675,1,1.3424,1,1,1,1,1,5,1,1,2,5,6,5,2005,2006,1,1,1,1,2,80,1,1,6,2,1,3,1,547,1,0,0,547,1,3,1,1,1072,0,0,1072,1,0,1,0,2,1,1,5,1,0,6.1487,5,2005,3,2,525,1,1,1,0,28,0,0,0,0,0.98849,2.7099,0.96359,0,4,2009,1,1
1892,20,1,64,6410,1,1.0881,1,2,1,1,2,5,1,1,1,1,4,5,1959,1959,1,1,9,10,1,0,1,1,2,1,1,1,6,332,2,243,301,876,1,2,1,2,876,0,0,876,0,0,1,0,3,1,1,5,1,0,0.23455,2,1959,1,1,320,1,1,1,0,0,0,0,0,0,1.0092,1,1.1207,0,3,2009,1,1
1893,20,1,70,11767,1,0.52737,1,1,1,1,1,5,1,1,1,1,5,5,1950,1950,1,1,2,2,1,0,1,1,2,4,1,4,4,1078,1,0,0,1078,1,2,1,2,1368,0,0,1368,1,0,1,0,3,1,1,6,3,0,0.75611,1,1950,2,1,195,1,1,1,0,41,211,0,0,0,0.95421,1.778,1,900,6,2009,1,1
1894,90,1,65,10926,1,0.90266,1,1,1,1,1,5,1,1,3,1,5,5,1959,1959,2,1,1,1,2,74,1,1,2,1,1,1,2,0,1,0,1678,1678,1,2,1,1,1678,0,0,1678,0,0,2,0,6,2,1,10,1,0,0.83907,0.42582,2005,0.62938,0,0,0.69129,0.8519,1,0,0,0,0,0,0,1.039,0.63816,0.82471,0,8,2009,1,1
1895,20,1,70,11767,1,1.0268,1,1,1,1,1,5,1,1,1,1,5,5,1956,1956,2,1,3,3,2,259,1,1,2,1,1,1,4,546,1,0,604,1150,1,1,1,1,1560,0,0,1560,0,0,1,0,2,1,1,7,3,1,2,1,1956,1,1,313,1,1,1,0,0,0,0,0,0,0.99643,1.8861,0.87829,0,5,2009,1,1
1896,50,1,45,8212,1,1,1,1,1,1,1,5,1,1,1,3,5,6,1941,1950,1,1,4,4,1,0,1,1,2,1,1,1,4,626,1,0,94,720,1,1,1,1,854,444,0,1298,0,0,1,0,3,1,1,6,1,2,1,2,1940,1,1,256,1,1,1,84,0,0,0,0,0,1.0114,2.7553,0.98918,0,9,2009,1,1
1897,50,5,70,6300,1,2,1,1,1,2,1,18,1,1,1,3,5,4,1938,1950,1,1,2,2,2,88,1,1,1,1,2,1,6,832,1,0,0,832,1,2,1,1,832,436,0,1268,0,0,1,1,3,1,1,7,1,2,1,5,1938,1,1,250,1,1,1,0,0,55,0,0,0,1.0321,0.077803,1.2648,0,7,2009,1,3
1898,70,1,43,5707,1,1.1018,1,3,1,1,1,18,2,1,1,2,6,6,1935,1950,1,1,4,4,1,0,1,1,3,1,1,1,2,0,1,0,583,583,1,3,1,3,647,595,0,1242,0,0,1,1,3,1,1,6,1,1,1,2,1926,1,1,180,2,1,1,329,96,0,0,0,0,1.0309,1.7779,0.96456,0,3,2009,1,1
1899,30,1,64,8574,1,0.75929,1,1,1,1,1,13,1,1,1,1,6,8,1916,2000,1,1,10,9,1,0,2,1,3,1,1,1,2,0,1,0,816,816,1,1,1,1,1232,0,0,1232,0,0,1,0,3,1,2,6,1,1,1,2,1916,1,2,440,1,1,1,0,0,180,0,0,0,0.96775,1.4824,1.1503,0,10,2009,1,1
1900,70,1,53,7155,1,1.1007,1,1,1,1,1,13,1,1,1,2,7,8,1918,1990,3,1,4,4,1,0,1,1,3,1,2,4,2,0,1,0,600,600,1,1,1,1,628,600,0,1228,0,0,1,0,3,1,1,6,1,1,1,2,1918,1,1,215,2,1,1,0,113,0,0,195,0,1.021,1,1.1392,0,5,2009,1,1
1901,50,1,60,13680,1,1.1304,1,2,1,1,2,13,1,1,1,3,5,6,1940,1950,1,1,4,4,1,0,1,1,2,1,1,1,3,728,1,0,112,840,1,1,1,1,840,727,0,1567,1,0,1,1,2,1,1,6,2,2,2,2,1961,1,2,440,1,1,1,0,21,150,0,0,0,0.99792,2,0.96498,0,2,2009,1,1
1902,20,1,80,14680,1,1,2,2,1,1,1,13,1,1,1,1,5,4,1960,1960,1,1,2,2,1,0,1,1,2,1,1,1,4,793,1,0,480,1273,1,1,1,1,1273,0,0,1273,0,0,1,0,2,1,1,5,1,0,-0.18446,1,1960,1,1,307,1,1,1,483,0,0,0,115,0,0.98098,1,1.1404,0,6,2009,1,1
1903,90,1,60.014,8145,1,0.86359,2,2,1,2,1,13,1,1,3,6,7,6,1940,1950,1,1,4,4,1,0,1,1,3,1,1,1,6,246,1,0,674,920,1,1,1,1,1240,1240,0,2480,0,0,2,1,5,2,1,13,1,2,1,2,1940,1,2,400,1,1,1,0,0,57,0,0,0,1.0331,3.3093,1.1319,0,7,2009,1,1
1904,20,1,70,9100,1,0.88485,1,1,1,1,1,13,2,1,1,1,5,6,1954,1954,1,1,7,8,1,0,1,2,3,1,1,4,4,154,5,694,264,1112,1,1,1,1,1112,0,0,1112,1,0,1,0,2,1,1,6,1,1,1,1,1954,1,1,390,1,1,1,0,0,0,0,0,0,1.0485,1,1.0808,0,10,2009,1,4
1905,20,1,90,13339,1,1.2814,2,1,1,1,1,13,1,1,1,1,6,6,1960,1960,1,1,3,5,3,132,1,1,2,1,1,1,6,65,4,875,621,1561,1,2,1,1,1561,0,0,1561,1,0,2,0,3,1,1,6,1,1,1,1,1960,3,2,463,1,1,1,0,148,0,0,120,0,1.0185,1.5348,1.1818,0,5,2009,1,1
1906,50,1,78,15600,1,0.48951,1,3,1,1,1,13,1,1,1,3,5,7,1949,2005,1,1,11,11,1,0,1,1,3,1,1,1,5,312,2,507,248,1067,2,4,2,1,986,537,0,1523,1,0,2,0,3,1,4,7,6,1,2,1,1949,1,1,295,1,1,1,0,0,81,0,0,0,1.0722,-1.1126,1.0069,0,10,2009,1,1
1907,20,1,100,17500,1,1.2997,1,3,1,2,2,13,7,1,1,1,6,5,1954,1954,1,1,3,3,3,420,1,1,1,1,1,2,6,784,4,435,91,1310,1,1,1,1,1906,0,0,1906,1,0,1,1,3,1,1,6,1,2,1,5,1954,1,2,576,1,1,1,0,201,0,0,0,0,0.97577,1.7417,0.8933,0,1,2009,1,1
1908,160,2,24,1733,1,1.4351,1,1,1,1,1,25,1,1,4,2,6,6,1980,1980,1,1,2,2,1,0,1,1,2,1,1,1,2,0,1,0,516,516,1,2,1,1,516,516,0,1032,0,0,1,0,2,1,1,5,1,1,2,2,1980,1,2,452,1,1,1,279,0,0,0,0,0,1.0278,2,1.0074,0,5,2009,1,1
1909,160,2,24,1488,1,0.95851,1,1,1,1,1,25,1,1,2,2,6,6,1980,1992,1,1,2,2,1,0,1,2,2,2,1,4,3,471,1,0,90,561,1,2,1,1,561,668,0,1229,1,0,1,1,2,1,2,5,1,1,2,1,1980,3,2,462,1,1,1,176,0,0,0,0,0,1.0148,2,0.95338,0,10,2009,1,1
1910,160,2,24,1612,1,1.3081,1,1,1,1,1,25,1,1,4,2,6,6,1980,1980,1,1,2,2,1,0,1,1,2,2,1,1,2,0,1,0,561,561,1,2,1,1,561,668,0,1229,0,0,1,1,2,1,1,5,1,1,2,1,1980,3,2,462,1,1,1,154,0,0,0,0,0,1.0162,1,1.0056,0,7,2009,1,1
1911,80,1,60.004,13607,1,1.0859,2,1,1,1,1,13,1,1,1,4,6,6,1986,1986,1,1,1,1,2,242,1,2,2,1,1,1,3,454,1,0,118,572,1,3,1,1,1182,800,0,1982,1,0,2,1,3,1,1,6,1,1,2,3,1986,3,2,501,1,1,1,400,112,0,0,0,0,0.97745,2.1967,1,1500,4,2009,1,1
1912,20,1,59.992,17597,1,1.0173,1,3,1,1,1,13,1,1,1,1,7,9,1971,2009,2,1,7,8,1,0,2,2,2,2,1,1,1,803,5,419,581,1803,1,2,1,1,2365,0,0,2365,1,0,2,0,3,1,3,7,3,2,1,1,1971,3,2,551,1,1,1,200,144,0,0,0,0,0.99287,2,0.74992,0,7,2009,1,1
1913,70,2,50,8660,1,1.3328,1,3,1,1,1,12,1,1,1,2,5,6,1900,1993,3,1,9,10,1,0,1,1,3,1,1,1,2,0,1,0,760,760,1,1,2,1,928,928,312,2168,0,0,2,0,5,1,2,11,1,0,1.466,2,1998,1,2,576,1,1,1,467,160,78,0,0,0,1.0377,-1.6603,1.0976,0,12,2009,1,1
1914,30,4,60,10200,1,1,1,1,1,1,1,12,1,1,1,1,4,6,1925,1950,1,1,2,2,1,0,1,1,3,1,1,1,2,0,1,0,572,572,1,4,2,4,572,0,0,572,0,0,1,0,2,1,1,4,1,0,0.90787,2,1940,1,1,200,1,1,2,0,0,72,0,0,0,1.0033,0.39114,0.93899,0,5,2009,1,1
1915,120,2,44,3843,1,1.547,2,2,1,1,2,13,1,1,2,1,8,5,2007,2008,2,1,6,6,3,174,3,1,1,3,1,3,1,1476,1,0,120,1596,1,1,1,1,1648,0,0,1648,1,1,2,0,2,1,3,5,1,1,1,1,2007,3,2,482,1,1,1,162,53,0,153,0,0,0.99338,-1.1538,1.0524,0,6,2009,2,2
1916,30,1.675,109,21780,2,0.89703,1,1,1.0001,1,1,12,1,1,1,1,2,4,1910,1950,1,1,4,4,1,0,4,3,2,5.5311,2.3334,0.51769,1.6797,0,2.0279,0,0,0,1,2,2,2,810,0,0,810,0,0,1,0,1,1,1,4,3,0,-1.5649,2,1975,1,1,280,1,1,2,119,24,0,0,0,0,0.98838,2.5996,0.77698,0,3,2009,4,1
1917,60,1,75,10125,1,1.2711,1,1,1,1,1,10,1,1,1,2,8,5,2000,2001,1,1,6,6,1,0,2,1,1,2,1,1,3,445,4,250,412,1107,1,1,1,1,1040,1012,0,2052,0,0,2,1,3,1,2,7,1,1,2,3,2000,3,3,642,1,1,1,210,91,0,0,0,0,0.99992,1.9254,0.97014,0,5,2009,1,1
1918,85,1,75,9750,1,1.068,1,1,1,1,1,10,1,1,1,5,6,6,1977,1977,1,1,5,5,1,0,1,1,2,1,1,2,3,767,1,0,135,902,1,1,1,1,926,0,0,926,1,0,1,0,2,1,1,5,1,1,2,1,1977,1,1,351,1,1,1,319,0,0,0,0,0,1.0158,1,0.94382,0,4,2009,1,1
1919,85,1,72,9360,1,0.88678,1,3,1,1,1,10,1,1,1,5,6,7,1977,1977,1,1,5,5,1,0,1,1,2,2,1,2,1,841,3,116,0,957,1,2,1,1,1287,0,0,1287,1,0,1,1,2,1,1,5,1,2,3,1,1977,2,2,541,1,1,1,302,39,0,0,120,0,0.99935,3,1.0919,0,11,2009,1,1
1920,20,1,82,11070,1,0.97821,1,1,1,1,1,10,1,1,1,1,5,5,1991,1991,1,1,3,3,1,0,1,1,1,2,1,1,5,55,1,0,1527,1582,1,2,1,1,1595,0,0,1595,1,0,2,0,2,1,1,5,1,0,-0.16651,2,1991,1,2,672,1,1,1,0,0,0,0,0,0,0.97465,1.6479,1.0357,0,4,2009,3,3
1921,20,1,113,13438,1,0.89867,2,2,1,2,1,15,1,1,1,1,9,5,2008,2008,1,1,6,6,3,246,3,1,2,3,1,3,1,1758,1,0,432,2190,1,1,1,1,2036,0,0,2036,1,0,2,0,3,1,3,9,1,1,5,1,2008,3,3,780,1,1,1,90,154,0,0,0,0,1.0224,1.086,1.0515,0,7,2009,1,1
1922,20,1,79,14463,1,1.2125,2,2,1,2,1,15,1,1,1,1,9,5,2008,2008,1,1,6,6,2,406,3,1,1,3,1,3,1,1115,1,0,526,1641,1,1,1,1,1641,0,0,1641,1,0,2,0,3,1,3,7,1,0,-0.50648,1,2008,3,3,885,1,1,1,0,95,0,0,0,0,0.97954,0.57144,1.0075,0,1,2009,1,1
1923,60,1,59.986,9839,1,0.7728,2,1,1,3,1,15,1,1,1,2,6,8,1980,2006,1,1,2,2,1,0,1,2,1,2,1,1,3,462,1,0,250,712,1,1,1,1,1375,862,0,2237,0,0,2,1,3,1,2,7,1,1,2,3,1980,3,2,440,1,1,1,305,24,0,0,0,0,0.9632,1.6729,1,2500,2,2009,1,1
1924,80,1,125,14419,1,1.0265,2,1,1,2,1,15,1,1,1,4,7,5,1987,1989,2,1,5,5,2,310,1,1,1,2,1,3,1,904,5,624,117,1645,1,1,1,1,1479,0,0,1479,2,0,2,1,3,1,2,7,3,1,3,1,1987,3,2,578,1,1,1,224,238,0,0,0,0,1.0664,-0.49153,0.83749,0,7,2009,1,1
1925,60,1,75,9157,1,1.1111,2,1,1,2,1,15,1,1,1,2,7,5,2003,2003,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,912,912,1,1,1,1,1072,942,0,2014,0,0,2,1,3,1,2,9,1,0,0.55168,1,2003,3,2,486,1,1,1,124,114,0,0,0,0,0.99418,1.2876,1.0867,0,2,2009,1,3
