Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
369,20,191004,78.0,7800,181130,164754,180183,180950,176938,179956,145847,184495,181169,185763,175985,5,6,1954,1954,171483,179803,163077,167661,204691.0,200.0,144341,184034,225230,140759.0,183632.0,165652.0,151852.0,540,184694.0,0,728,1268,182021,156858,186186,186825.0,1268,0,0,1268,0,0,1,0,2,1,139962,7,183429,1,202892.0,1954.0,240052.0,1,244,187489.0,187885.0,186433,0,98,0,0,0,0,0,3,2010,173401,175202,132000
370,20,191004,60.0,9830,181130,206101,180183,180950,181623,179956,145847,184495,181169,185763,175985,5,7,1959,2006,171483,179803,149841,148386,156221.0,0.0,144341,168897,149805,140759.0,183632.0,165652.0,161573.0,72,164917.0,258,733,1063,182021,214914,186186,186825.0,1287,0,0,1287,1,0,1,0,3,1,212116,7,183429,1,134091.0,1997.0,240052.0,2,576,187489.0,187885.0,186433,364,17,0,0,182,0,0,3,2010,173401,175202,162000
371,60,191004,60.0,8121,181130,206101,180183,180950,176938,179956,192854,184495,181169,185763,210051,6,5,2000,2000,171483,179803,213732,214432,156221.0,0.0,144341,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,953,953,182021,214914,186186,186825.0,953,711,0,1664,0,0,2,1,3,1,139962,7,183429,1,202892.0,2000.0,202068.0,2,460,187489.0,187885.0,186433,100,40,0,0,0,0,0,1,2006,173401,175202,172400
372,50,191004,80.0,17120,181130,164754,180183,180950,176938,179956,212565,142475,181169,185763,143116,4,4,1959,1959,171483,179803,150655,168112,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,0,0,182021,142362,186186,186825.0,1120,468,0,1588,0,0,2,0,4,1,139962,7,144240,1,134091.0,1991.0,240052.0,2,680,187489.0,187885.0,115039,0,59,0,0,0,0,0,7,2008,173401,175202,134432
373,120,191004,50.0,7175,181130,164754,180183,180950,176938,179956,186555,184495,181169,181959,175985,6,5,1984,1984,171483,179803,175942,168112,156221.0,0.0,144341,184034,149805,202688.0,183632.0,165652.0,161573.0,623,164364.0,121,0,744,182021,142362,186186,186825.0,752,0,0,752,1,0,1,0,2,1,139962,4,183429,0,202892.0,1984.0,142156.0,1,264,187489.0,187885.0,186433,353,0,0,0,90,0,0,2,2010,173401,175202,125000
374,20,191004,79.0,10634,181130,164754,180183,180950,176938,179956,145847,184495,181169,185763,175985,5,6,1953,1953,171483,179803,149422,149803,156221.0,0.0,144341,184034,225230,140759.0,183632.0,165652.0,149493.0,428,164364.0,180,0,608,182021,142362,186186,186825.0,1319,0,0,1319,1,0,1,0,3,1,139962,5,144240,0,202892.0,1953.0,142156.0,1,270,187489.0,187885.0,186433,66,0,0,0,0,0,0,11,2009,173401,175202,123000
375,60,191004,65.0,8200,181130,164754,180183,180950,176938,179956,197965,184495,181169,185763,210051,7,5,2003,2004,171483,179803,213732,214432,156221.0,0.0,231633,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,847,847,182021,214914,186186,186825.0,847,1081,0,1928,0,0,2,1,4,1,212116,8,183429,1,254751.0,2003.0,240052.0,2,434,187489.0,187885.0,186433,100,48,0,0,0,0,0,7,2007,173401,175202,219500
376,30,191004,60.0,10020,181130,206101,203661,180950,176938,204379,128219,184495,181169,185763,175985,1,1,1922,1950,171483,179803,149841,148386,156221.0,0.0,87985,102595,132291,115692.0,64000.0,257689.0,149493.0,350,184694.0,0,333,683,182021,156858,105264,122196.0,904,0,0,904,1,0,0,1,1,1,105565,4,153948,0,202892.0,2005.0,142156.0,0,0,187489.0,187885.0,186433,0,0,0,0,0,0,0,3,2009,173401,175202,61000
377,85,191004,57.0,8846,181130,206101,180183,180950,223854,179956,197965,184495,181169,185763,135074,5,5,1996,1996,171483,179803,213732,214432,156221.0,0.0,231633,184034,225230,202688.0,183632.0,206643.0,235413.0,298,184694.0,0,572,870,182021,214914,186186,186825.0,914,0,0,914,0,0,1,0,2,1,139962,5,183429,0,134091.0,1998.0,142156.0,2,576,187489.0,187885.0,186433,0,0,0,0,0,0,0,7,2006,173401,175202,148000
378,60,214014,102.0,11143,181130,206101,180183,180950,181623,179956,225379,184495,181169,185763,210051,8,5,2004,2005,171483,179803,231690,230093,156221.0,0.0,231633,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,1580,1580,182021,214914,186186,186825.0,1580,886,0,2466,0,0,3,0,4,1,212116,8,183429,1,202892.0,2004.0,202068.0,2,610,187489.0,187885.0,186433,159,214,0,0,0,0,0,12,2007,173401,175202,340000
379,20,191004,88.0,11394,181130,164754,180183,180950,181623,179956,310499,184495,181169,185763,175985,9,2,2010,2010,218876,179803,213732,214432,265583.0,350.0,231633,184034,225230,327041.0,183632.0,206643.0,235413.0,1445,184694.0,0,411,1856,182021,214914,186186,186825.0,1856,0,0,1856,1,0,1,1,1,1,328554,8,183429,1,202892.0,2010.0,240052.0,3,834,187489.0,187885.0,186433,113,0,0,0,0,0,0,6,2010,274945,272291,394432
380,60,191004,60.0,8123,181130,206101,180183,180950,176938,179956,192854,184396,181169,185763,210051,6,5,2000,2000,171483,179803,213732,214432,204691.0,16.0,144341,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,982,982,182021,214914,186186,186825.0,1007,793,0,1800,0,0,2,1,3,1,139962,7,183429,1,202892.0,2000.0,240052.0,2,463,187489.0,187885.0,186433,100,63,0,0,0,0,0,6,2009,173401,175202,179000
381,50,191004,50.0,5000,181130,164754,180183,180950,176938,179956,142591,184495,181169,185763,143116,5,6,1924,1950,171483,179803,194573,148386,156221.0,0.0,144341,184034,132291,140759.0,183632.0,165652.0,151852.0,218,184694.0,0,808,1026,182021,142362,186186,186825.0,1026,665,0,1691,0,0,2,0,3,1,212116,6,183429,1,134091.0,1924.0,142156.0,1,308,187489.0,187885.0,186433,0,0,242,0,0,0,0,5,2010,173401,175202,127000
382,20,214014,60.0,7200,181130,164754,180183,180950,176938,179956,225379,184495,181169,185763,175985,7,5,2006,2006,171483,179803,213732,214432,156221.0,0.0,231633,184034,225230,202688.0,213599.0,165652.0,170670.0,0,184694.0,0,1293,1293,182021,214914,186186,186825.0,1301,0,0,1301,1,0,2,0,2,1,212116,5,183429,1,202892.0,2006.0,202068.0,2,572,187489.0,187885.0,186433,216,121,0,0,0,0,0,8,2006,274945,272291,187750
383,60,191004,79.0,9245,181130,206101,180183,180950,176938,179956,197965,184495,181169,185763,210051,7,5,2006,2006,171483,179803,213732,214432,156221.0,0.0,231633,184034,225230,202688.0,183632.0,206643.0,170670.0,0,184694.0,0,939,939,182021,214914,186186,186825.0,939,858,0,1797,0,0,2,1,3,1,212116,8,183429,0,202892.0,2006.0,202068.0,2,639,187489.0,187885.0,186433,144,53,0,0,0,0,0,4,2007,173401,175202,213500
384,45,131558,60.0,9000,181130,164754,180183,180950,181623,179956,186555,184495,181169,185763,110150,6,3,1928,1950,171483,179803,149841,148386,156221.0,0.0,144341,184034,132291,115692.0,121809.0,165652.0,170670.0,0,184694.0,0,784,784,182021,142362,105264,122196.0,784,0,0,784,0,0,1,0,2,1,139962,5,183429,0,134091.0,1950.0,142156.0,2,360,123573.0,114654.0,115039,0,0,91,0,0,0,0,10,2009,173401,175202,76000
385,60,191004,60.0,53107,181130,239833,203661,180950,181623,196734,212565,142475,181169,185763,210051,6,5,1992,1992,171483,179803,163077,167661,156221.0,0.0,231633,184034,225230,202688.0,183632.0,206643.0,235413.0,985,184694.0,0,595,1580,182021,214914,186186,186825.0,1079,874,0,1953,1,0,2,1,3,1,212116,9,183429,2,202892.0,1992.0,240052.0,2,501,187489.0,187885.0,186433,216,231,0,0,0,0,0,6,2007,173401,175202,240000
386,120,191004,43.0,3182,181130,164754,180183,180950,176938,179956,194870,184495,181169,181959,175985,8,5,2004,2005,171483,179803,213732,214432,204691.0,16.0,231633,184034,225230,202688.0,183632.0,165652.0,235413.0,24,184694.0,0,1232,1256,182021,214914,186186,186825.0,1269,0,0,1269,0,0,2,0,2,1,212116,6,183429,1,202892.0,2004.0,240052.0,2,430,187489.0,187885.0,186433,146,20,0,0,144,0,0,4,2010,173401,175202,192000
387,50,191004,58.0,8410,181130,164754,180183,180950,177934,179956,128219,142475,181169,185763,143116,5,3,1910,1996,148909,179803,149841,214432,156221.0,0.0,144341,102595,225230,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,658,658,182021,142362,186186,186825.0,658,526,0,1184,0,0,1,0,5,1,139962,8,183429,0,202892.0,2005.0,142156.0,0,0,187489.0,187885.0,115039,0,151,0,0,0,0,0,5,2006,173401,104125,81000
388,80,191004,72.0,7200,181130,164754,180183,180950,176938,179956,128219,184495,181169,185763,166703,6,6,1976,1976,218876,179803,149422,149803,204691.0,255.0,144341,184034,149805,140759.0,183632.0,206643.0,161573.0,631,184694.0,0,410,1041,182021,214914,186186,186825.0,1125,0,0,1125,1,0,1,0,3,1,139962,6,183429,1,134091.0,1977.0,142156.0,1,352,187489.0,187885.0,186433,296,0,0,0,0,0,0,10,2009,173401,146526,125000
389,20,191004,93.0,9382,181130,206101,180183,180950,223854,179956,197965,184495,181169,185763,175985,7,5,1999,2000,171483,179803,213732,214432,204691.0,125.0,231633,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,1468,1468,182021,214914,186186,186825.0,1479,0,0,1479,0,0,2,0,3,1,212116,6,183429,0,202892.0,1999.0,202068.0,2,577,187489.0,187885.0,186433,120,25,0,0,0,0,0,7,2008,173401,175202,191000
390,60,191004,96.0,12474,181130,164754,180183,180950,176938,179956,316270,184495,181169,185763,210051,10,5,2007,2008,171483,179803,213732,214432,265583.0,272.0,367360,184034,225230,327041.0,183632.0,206643.0,235413.0,1280,184694.0,0,402,1682,182021,214914,186186,186825.0,1742,590,0,2332,1,0,2,1,3,1,328554,9,183429,1,254751.0,2008.0,240052.0,3,846,187489.0,187885.0,186433,196,134,0,0,0,0,0,8,2008,274945,272291,426000
391,50,191004,50.0,8405,181130,164754,180183,180950,176938,179956,128219,184495,181169,185763,143116,5,8,1900,1950,171483,179803,149422,149803,156221.0,0.0,144341,184034,132291,140759.0,213599.0,165652.0,146889.0,241,151101.0,391,229,861,182021,214914,186186,186825.0,961,406,0,1367,1,0,1,0,4,1,139962,7,183429,0,134091.0,1978.0,142156.0,1,384,187489.0,187885.0,186433,0,130,112,0,0,0,0,4,2008,173401,175202,119000
392,60,191004,71.0,12209,181130,206101,180183,180950,223854,179956,156270,184495,181169,185763,210051,6,5,2001,2002,171483,179803,213732,214432,156221.0,0.0,144341,184034,225230,327041.0,183632.0,165652.0,161573.0,690,184694.0,0,114,804,182021,214914,186186,186825.0,804,1157,0,1961,1,0,2,1,3,1,212116,7,183429,1,254751.0,2001.0,240052.0,2,560,187489.0,187885.0,186433,125,192,0,0,0,0,0,6,2009,173401,175202,215000
393,20,191004,60.0,8339,181130,206101,180183,180950,176938,179956,145847,184495,181169,185763,175985,5,7,1959,1959,171483,179803,149422,149803,156221.0,0.0,144341,184034,107365,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,0,0,182021,142362,186186,186825.0,882,0,0,882,0,0,1,0,3,1,139962,5,183429,0,202892.0,1959.0,202068.0,1,294,187489.0,187885.0,186433,0,0,0,0,0,0,1200,7,2007,173401,175202,106500
394,30,191004,60.0,7446,181130,164754,180183,180950,181623,179956,124834,142475,181169,185763,175985,4,5,1941,1950,171483,179803,150655,161328,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,146889.0,266,184694.0,0,522,788,182021,142362,186186,122196.0,788,0,0,788,0,0,1,0,2,1,139962,4,183429,2,202892.0,2005.0,142156.0,0,0,187489.0,187885.0,186433,0,0,0,0,0,0,0,4,2006,173401,146526,100000
395,50,191004,60.0,10134,181130,164754,180183,180950,176938,179956,128225,184495,181169,185763,143116,5,6,1940,1950,171483,179803,149422,149803,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,735,735,182021,156858,186186,122196.0,735,299,0,1034,0,0,1,0,2,1,139962,5,183429,0,134091.0,1940.0,142156.0,1,240,187489.0,187885.0,186433,0,39,0,0,0,0,0,7,2007,173401,175202,109000
396,20,191004,68.0,9571,181130,164754,180183,180950,176938,179956,128219,184495,181169,185763,175985,5,6,1956,1956,171483,179803,149841,148386,156221.0,0.0,144341,184034,149805,140759.0,183632.0,206643.0,149493.0,739,184694.0,0,405,1144,182021,142362,186186,186825.0,1144,0,0,1144,1,0,1,0,3,1,139962,6,183429,0,202892.0,1956.0,142156.0,1,596,187489.0,187885.0,186433,44,0,0,0,0,0,0,6,2010,173401,175202,129000
397,20,191004,60.0,7200,181130,164754,203661,180950,176938,179956,197965,184495,181169,185763,175985,5,5,1972,1972,218876,179803,149422,149803,156221.0,0.0,144341,184034,149805,140759.0,183632.0,206643.0,146889.0,777,184694.0,0,117,894,182021,142362,186186,186825.0,894,0,0,894,0,0,1,0,2,1,139962,6,183429,0,134091.0,1985.0,202068.0,2,600,187489.0,187885.0,186433,215,0,0,0,0,0,0,9,2009,173401,175202,123000
398,60,191004,69.0,7590,181130,164754,180183,180950,176938,179956,145847,215184,181169,185763,210051,5,5,1962,1962,171483,179803,213732,214432,204691.0,288.0,144341,184034,149805,140759.0,183632.0,165652.0,161573.0,540,184694.0,0,324,864,182021,142362,186186,186825.0,876,936,0,1812,0,0,2,0,4,1,139962,8,183429,1,202892.0,1962.0,202068.0,1,264,187489.0,187885.0,186433,0,168,0,0,0,0,0,7,2007,173401,175202,169500
399,30,126316,60.0,8967,181130,164754,180183,180950,181623,179956,100123,184495,181169,185763,175985,5,2,1920,1950,171483,179803,149422,149803,156221.0,0.0,144341,102595,132291,115692.0,64000.0,165652.0,170670.0,0,184694.0,0,961,961,182021,156858,186186,67000.0,1077,0,0,1077,0,0,1,0,2,1,139962,6,85800,0,134091.0,1920.0,142156.0,1,338,100166.0,108500.0,115039,0,0,0,0,0,0,0,11,2007,173401,146526,67000
400,60,214014,65.0,8125,181130,164754,180183,180950,176938,179956,225379,184495,181169,185763,210051,7,5,2006,2007,171483,179803,231690,230093,265583.0,100.0,231633,184034,225230,202688.0,183632.0,165652.0,235413.0,812,184694.0,0,280,1092,182021,214914,186186,186825.0,1112,438,0,1550,1,0,2,0,2,1,212116,7,183429,0,202892.0,2007.0,240052.0,2,438,187489.0,187885.0,186433,0,168,0,0,0,0,0,10,2009,173401,175202,241000
401,120,191004,38.0,14963,181130,239833,180183,180950,176938,179956,238772,184495,181169,181959,175985,8,5,1996,1996,171483,179803,194573,195818,156221.0,0.0,231633,184034,225230,202688.0,183632.0,165652.0,235413.0,786,184694.0,0,474,1260,182021,214914,186186,186825.0,1288,0,0,1288,1,0,1,1,1,1,328554,4,183429,2,202892.0,1996.0,240052.0,2,500,187489.0,187885.0,186433,120,30,0,0,224,0,0,12,2008,173401,175202,245500
402,20,191004,65.0,8767,181130,206101,180183,180950,176938,179956,197965,184495,181169,185763,175985,7,5,2005,2005,171483,179803,213732,214432,156221.0,0.0,231633,184034,225230,202688.0,183632.0,206643.0,235413.0,24,184694.0,0,1286,1310,182021,214914,186186,186825.0,1310,0,0,1310,0,0,2,0,3,1,212116,6,183429,1,202892.0,2005.0,240052.0,2,400,187489.0,187885.0,186433,0,0,0,0,0,0,0,7,2006,274945,272291,164990
403,30,191004,60.0,10200,181130,164754,180183,180950,176938,179956,136793,184495,181169,185763,175985,5,8,1940,1997,171483,179803,149841,148386,156221.0,0.0,144341,184034,225230,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,672,672,182021,214914,186186,186825.0,672,0,0,672,0,0,1,0,2,1,139962,4,183429,0,134091.0,1940.0,142156.0,1,240,187489.0,187885.0,115039,168,0,0,0,0,0,0,8,2008,173401,175202,108000
404,60,191004,93.0,12090,181130,164754,180183,180950,181623,179956,335295,184495,181169,185763,210051,8,5,1998,1998,218876,179803,213732,214432,204691.0,650.0,231633,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,1141,1141,182021,156858,186186,186825.0,1165,1098,0,2263,0,0,2,1,4,1,212116,10,183429,1,254751.0,1998.0,240052.0,2,420,187489.0,187885.0,186433,144,123,0,0,0,0,0,7,2006,173401,146526,258000
405,60,191004,60.0,10364,181130,206101,180183,180950,176938,179956,192854,184495,181169,185763,210051,6,5,1995,1996,171483,179803,149422,149803,156221.0,0.0,144341,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,806,806,182021,156858,186186,186825.0,806,766,0,1572,0,0,2,1,3,1,139962,7,183429,1,254751.0,1995.0,240052.0,2,373,187489.0,187885.0,186433,0,40,0,0,0,0,0,5,2007,173401,175202,168000
406,20,191004,60.0,9991,181130,206101,180183,180950,181623,179956,136793,142475,181169,185763,175985,4,4,1976,1993,171483,179803,175942,168112,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,149493.0,1116,184694.0,0,165,1281,182021,214914,186186,186825.0,1620,0,0,1620,1,0,2,0,3,1,139962,8,146385,1,202892.0,1993.0,142156.0,2,490,187489.0,187885.0,186433,120,78,0,0,0,0,0,6,2009,173401,175202,150000
407,50,191004,51.0,10480,181130,164754,180183,180950,176938,179956,142591,184495,181169,185763,143116,6,5,1936,1950,171483,179803,149422,149803,156221.0,0.0,144341,184034,132291,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,1064,1064,182021,214914,186186,122196.0,1166,0,473,1639,0,0,1,0,3,1,139962,6,85800,0,134091.0,1936.0,142156.0,1,240,187489.0,187885.0,186433,0,0,0,0,0,0,0,3,2008,173401,175202,115000
408,70,191004,63.0,15576,181130,164754,180183,180950,176938,179956,210624,184495,181169,185763,210051,6,7,1915,1976,171483,179803,149841,168112,156221.0,0.0,144341,184034,132291,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,840,840,182021,214914,186186,186825.0,840,840,0,1680,0,0,2,0,4,1,139962,8,183429,0,202892.0,1960.0,142156.0,1,308,187489.0,187885.0,186433,0,0,160,0,0,0,0,3,2008,173401,175202,177000
409,60,191004,109.0,14154,181130,164754,180183,180950,181623,179956,316270,184495,181169,185763,210051,7,5,2006,2006,171483,179803,213732,214432,204691.0,350.0,231633,184034,225230,327041.0,213599.0,165652.0,170670.0,0,184694.0,0,1063,1063,182021,214914,186186,186825.0,1071,1101,0,2172,0,0,2,1,3,1,212116,9,183429,1,202892.0,2006.0,202068.0,3,947,187489.0,187885.0,186433,192,62,0,0,0,0,0,8,2007,274945,272291,280000
410,60,214014,85.0,10800,181130,164754,180183,180950,176938,179956,225379,184495,181169,185763,210051,8,5,2007,2008,171483,179803,213732,214432,265583.0,100.0,231633,184034,225230,327041.0,183632.0,165652.0,235413.0,789,184694.0,0,245,1034,182021,214914,186186,186825.0,1050,1028,0,2078,1,0,2,1,3,1,328554,8,183429,1,202892.0,2008.0,240052.0,3,836,187489.0,187885.0,186433,0,102,0,0,0,0,0,4,2008,274945,272291,339750
411,20,191004,68.0,9571,181130,164754,180183,180950,176938,179956,128219,184495,181169,185763,175985,5,3,1958,1958,171483,179803,71000,126714,156221.0,0.0,144341,102595,149805,140759.0,121809.0,165652.0,170670.0,0,184694.0,0,1276,1276,182021,142362,186186,122196.0,1276,0,0,1276,0,0,1,0,3,1,139962,5,168393,0,202892.0,1958.0,142156.0,1,350,187489.0,187885.0,186433,0,0,0,0,0,0,0,6,2009,143973,146526,60000
412,190,191004,100.0,34650,181130,164754,143104,180950,176938,179956,192854,184495,181169,128432,175985,5,5,1955,1955,218876,179803,149841,148386,156221.0,0.0,144341,184034,149805,140759.0,183632.0,192789.0,146889.0,1056,184694.0,0,0,1056,182021,142362,105264,186825.0,1056,0,0,1056,1,0,1,0,3,1,139962,5,183429,0,202892.0,1955.0,240052.0,2,572,187489.0,187885.0,186433,264,0,0,0,0,0,0,1,2006,173401,175202,145000
413,20,214014,60.0,4403,181130,239833,180183,180950,176938,179956,225379,184495,181169,185763,175985,7,5,2009,2009,171483,179803,149422,149803,265583.0,432.0,367360,184034,225230,327041.0,183632.0,206643.0,235413.0,578,184694.0,0,892,1470,182021,214914,186186,186825.0,1478,0,0,1478,1,0,2,1,2,1,212116,7,183429,1,202892.0,2009.0,240052.0,2,484,187489.0,187885.0,186433,0,144,0,0,0,0,0,6,2010,274945,272291,222000
414,30,126316,56.0,8960,181130,164754,180183,180950,176938,179956,128225,135091,181169,185763,175985,5,6,1927,1950,171483,179803,150655,161328,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,1008,1008,182021,156858,186186,122196.0,1028,0,0,1028,0,0,1,0,2,1,139962,5,183429,1,134091.0,1927.0,142156.0,2,360,187489.0,187885.0,186433,0,0,130,0,0,0,0,3,2010,173401,175202,115000
415,60,191004,59.0,11228,181130,239833,180183,180950,223854,179956,186555,184495,181169,185763,210051,7,5,1993,1993,171483,179803,213732,214432,156221.0,0.0,231633,184034,225230,202688.0,183632.0,165652.0,149493.0,50,180982.0,531,499,1080,182021,214914,186186,186825.0,1080,1017,0,2097,0,1,2,1,3,1,212116,9,183429,1,202892.0,1993.0,142156.0,3,678,187489.0,187885.0,186433,196,187,0,0,0,0,0,12,2008,173401,175202,228000
416,20,191004,73.0,8899,181130,206101,180183,180950,176938,179956,192854,184495,181169,185763,175985,7,5,2007,2007,171483,179803,213732,214432,156221.0,0.0,231633,184034,225230,202688.0,183632.0,206643.0,235413.0,24,184694.0,0,1316,1340,182021,214914,186186,186825.0,1340,0,0,1340,0,0,2,0,3,1,212116,6,183429,0,202892.0,2007.0,240052.0,2,396,187489.0,187885.0,186433,100,30,0,0,0,0,0,8,2007,274945,272291,181134
417,60,191004,74.0,7844,181130,164754,180183,180950,176938,179956,136793,184495,181169,185763,210051,6,7,1978,1978,218876,179803,163077,167661,204691.0,203.0,144341,184034,149805,140759.0,183632.0,165652.0,161573.0,209,184694.0,0,463,672,182021,142362,186186,186825.0,672,728,0,1400,0,0,1,1,3,1,139962,6,183429,1,202892.0,1978.0,240052.0,2,440,187489.0,187885.0,186433,0,0,0,0,0,0,0,3,2006,173401,175202,149500
418,70,191004,86.0,22420,181130,206101,180183,180950,176938,179956,210624,142475,181169,185763,210051,6,6,1918,1950,218876,179803,149841,155905,156221.0,0.0,144341,184034,132291,202688.0,183632.0,165652.0,149493.0,1128,184694.0,0,242,1370,166632,142362,105264,122196.0,1370,1254,0,2624,1,0,2,1,4,1,139962,10,183429,1,134091.0,1918.0,142156.0,3,864,187489.0,187885.0,115039,0,0,0,0,0,0,0,11,2007,173401,175202,239000
419,50,191004,60.0,8160,181130,164754,180183,180950,176938,179956,128219,184495,181169,185763,143116,5,6,1940,1950,171483,179803,149422,149803,156221.0,0.0,144341,184034,132291,140759.0,183632.0,165652.0,161573.0,312,184694.0,0,444,756,182021,123919,105264,107675.0,756,378,0,1134,1,0,1,1,3,1,139962,7,183429,0,134091.0,1940.0,142156.0,1,240,187489.0,187885.0,132330,0,0,0,0,0,0,0,4,2007,173401,104125,126000
420,20,191004,65.0,8450,181130,164754,180183,180950,176938,179956,145847,184495,181169,185763,175985,5,6,1968,1968,171483,179803,213732,214432,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,149493.0,775,184694.0,0,281,1056,182021,214914,186186,186825.0,1056,0,0,1056,1,0,1,0,3,1,139962,6,183429,1,202892.0,1968.0,142156.0,1,304,187489.0,187885.0,186433,0,85,184,0,0,0,0,7,2010,173401,175202,142000
421,90,126316,78.0,7060,181130,164754,180183,180950,176938,179956,156270,184495,181169,133541,135074,7,5,1997,1998,171483,179803,213732,214432,204691.0,200.0,144341,168897,225230,202688.0,213599.0,257689.0,235413.0,1309,184694.0,0,35,1344,182021,214914,186186,186825.0,1344,0,0,1344,2,0,2,0,2,2,139962,8,183429,0,202892.0,1997.0,240052.0,4,784,187489.0,187885.0,186433,0,0,0,0,0,0,0,11,2008,173401,167377,206300
422,20,191004,60.0,16635,181130,206101,180183,180950,177934,179956,189050,184495,181169,185763,175985,6,7,1977,2000,171483,179803,231690,230093,265583.0,126.0,231633,184034,149805,202688.0,183632.0,165652.0,161573.0,1246,184694.0,0,356,1602,182021,156858,186186,186825.0,1602,0,0,1602,0,1,2,0,3,1,212116,8,183429,1,202892.0,1977.0,240052.0,2,529,187489.0,187885.0,186433,240,0,0,0,0,0,0,6,2009,173401,175202,215000
423,20,191004,100.0,21750,181130,164754,231533,180950,176938,196734,156270,135091,181169,185763,175985,5,5,1954,1954,218876,179803,163077,167661,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,988,988,182021,214914,186186,122196.0,988,0,0,988,0,0,1,0,2,1,139962,4,183429,0,202892.0,1954.0,202068.0,2,520,187489.0,187885.0,115039,0,0,0,0,0,0,0,2,2008,173401,175202,113000
424,60,191004,80.0,9200,181130,164754,180183,180950,176938,179956,335295,184495,181169,185763,210051,8,5,1998,1998,171483,179803,213732,214432,204691.0,473.0,231633,184034,225230,202688.0,183632.0,165652.0,235413.0,986,184694.0,0,484,1470,182021,156858,186186,186825.0,1470,1160,0,2630,1,0,2,1,4,1,212116,8,183429,1,202892.0,1998.0,240052.0,3,696,187489.0,187885.0,186433,0,66,0,0,0,0,0,6,2008,173401,175202,315000
425,20,191004,72.0,9000,181130,164754,180183,180950,176938,179956,145847,184495,181169,185763,175985,6,5,1956,1956,171483,179803,149841,148386,204691.0,74.0,144341,184034,149805,202688.0,183632.0,165652.0,151852.0,616,184694.0,0,580,1196,182021,156858,186186,122196.0,1196,0,0,1196,1,0,1,0,2,1,139962,6,183429,1,202892.0,1956.0,202068.0,1,297,187489.0,187885.0,186433,0,44,0,0,0,0,0,5,2008,173401,175202,139000
426,60,126316,60.0,3378,181130,164754,231533,180950,176938,179956,128225,184495,181169,185763,210051,7,8,1946,1992,171483,179803,163077,167661,156221.0,0.0,144341,168897,149805,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,651,651,182021,156858,186186,186825.0,707,682,0,1389,0,0,1,1,3,1,139962,6,183429,2,134091.0,1947.0,142156.0,1,240,187489.0,187885.0,132330,0,0,126,0,0,0,0,9,2009,173401,175202,135000
427,80,191004,60.0,12800,181130,164754,203661,180950,176938,196734,186555,184495,181169,185763,166703,7,5,1989,1989,171483,179803,149841,148386,204691.0,145.0,231633,184034,225230,202688.0,183632.0,257689.0,235413.0,1518,184694.0,0,0,1518,182021,156858,186186,186825.0,1644,0,0,1644,1,1,2,0,2,1,212116,5,183429,1,202892.0,1989.0,240052.0,2,569,187489.0,187885.0,186433,80,0,0,0,396,0,0,8,2009,173401,175202,275000
